country,year,reporting_level,welfare_type,ppp_version,survey_year,survey_comparability,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median,avg_shortfall_international_povline,avg_shortfall_lower_mid_income_povline,avg_shortfall_upper_mid_income_povline,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_4000,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_international_povline,total_shortfall_lower_mid_income_povline,total_shortfall_upper_mid_income_povline,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_3000,total_shortfall_4000,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_international_povline,income_gap_ratio_lower_mid_income_povline,income_gap_ratio_upper_mid_income_povline,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_4000,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_international_povline,poverty_gap_index_lower_mid_income_povline,poverty_gap_index_upper_mid_income_povline,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,mean,median,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile1_thr,decile2_thr,decile3_thr,decile4_thr,decile6_thr,decile7_thr,decile8_thr,decile9_thr,gini,mld,polarization,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
Kyrgyzstan,2002,national,consumption,2011,2002.0,1.0,28.29657716287659,66.97544262425585,91.27060166338276,2.86053473876224,98.96993243944073,100.0,100.0,100.0,2.74102098242949,7.470827591805571,14.19397772243522,1412197.0,3342543.0,4555042.0,142761.0,4939292.0,4990700.0,4990700.0,4990700.0,136796.0,372847.0,708379.0,0.4660722477578108,1.1746774624036198,2.931747500881167,0.1741790411658405,7.102597988263,17.006285043059414,27.006285043059417,37.00628504305941,0.1714885461389928,0.2244356448592067,0.3045838457004715,658185.8300668371,3926409.929214983,13354232.999908753,24865.974095876554,35081805.42264353,84873266.76439662,134780266.76439664,184687266.7643966,23458.94715762966,83680.15687882064,215760.8000334543,24.530118303042677,36.70867070011312,53.304500016021215,17.417904116584047,71.02597988263,85.03142521529708,90.02095014353138,92.51571260764854,17.32279036680307,18.136962330221944,20.51154329536592,6.941182494880869,24.58579163002549,48.6513387624937,0.49824621988652,70.29435835182144,85.03142521529706,90.02095014353138,92.51571260764854,2.9937149569405674,2.4748978442241736,1.082117225922684,1.504622258138626,1.7972918413542756,2.0644089202739626,2.3261240094138724,2.6753162172826266,3.107730711564063,3.661036283591611,4.53815381460223,7.180348287261673,3.61463012172861,5.02593693715008,6.0035503286225405,6.89580988827236,7.770025011970611,8.936442699997968,10.38085040247123,12.22907436495896,15.15893757380297,23.98474267102451,1.34,1.66,1.94,2.19,2.88,3.36,4.03,5.28,0.3030238686178876,0.148914946754939,0.2684483212617807,1.1135015621896114,4.530221220215524,3.9402985074626864,2.137651821862348,1.8432835820895523
Kyrgyzstan,2003,national,consumption,2011,2003.0,1.0,22.3424457861986,64.0877386907479,91.22511510718594,1.37725096798538,99.08197823702378,100.0,100.0,100.0,1.9116452161435,5.654888137731881,12.02179547507117,1126797.0,3232137.0,4600756.0,69459.0,4997001.0,5043300.0,5043300.0,5043300.0,96410.0,285193.0,606295.0,0.3976931173320121,1.0686151553374694,2.782451380683793,0.1541139238619502,6.940962283299681,16.852874710210735,26.85287471021073,36.852874710210735,0.158255943856529,0.2161469781738688,0.295687860768275,448119.4115303592,3453910.582326982,12801379.884389244,10704.5990375272,34683995.47061079,84994103.0260058,135427103.0260058,185860103.0260058,15257.45554720796,61643.60514634018,179274.07154450132,20.93121670168485,33.39422360429592,50.59002510334169,15.411392386195022,69.4096228329968,84.26437355105367,89.5095823673691,92.13218677552685,15.025523052062534,16.417564226867487,18.71594692294388,4.67654753550421,21.40160325535229,46.15080632410325,0.212253862303,68.7724217687046,84.26437355105367,89.50958236736912,92.13218677552685,3.14712528978929,2.633118715870683,1.2335630969907936,1.6847694324666562,1.9599769303588777,2.221895861274276,2.5030723370658,2.779689472998669,3.244177968037908,3.85190636950628,4.652505770906952,7.339695658286725,3.91965042190419,5.353359899374889,6.227832545205421,7.060080729811171,7.953519820729441,8.83247159564079,10.30838517476092,12.23944398401812,14.78335097112849,23.321904857426706,1.51,1.84,2.08,2.38,3.0,3.5,4.11,5.29,0.2870864708225437,0.1325437080641827,0.2457723823976867,1.0337300579864548,4.10926489978274,3.5033112582781456,2.011406844106464,1.7417218543046358
Kyrgyzstan,2004,national,consumption,2011,2004.0,2.0,9.88840786289519,41.20415416480738,73.98025450877897,0.8373952338521401,91.297193529463,99.56999132072372,99.73093282457543,99.8684112039419,3.8548515308100897,8.17893687567897,16.89105256292067,504774.0,2103348.0,3776470.0,42747.0,4660448.0,5082749.0,5090965.0,5097983.0,196779.0,417510.0,862238.0,0.4012365147384147,0.909652924093899,2.357719796503402,0.1217455909183978,6.1195602748705005,15.425940422266908,25.39742281534816,35.357235116861624,0.2800717560182649,0.3912662761117444,0.4556543442476397,202533.76049056856,1913316.658587054,8903858.079901202,5204.258774988752,28519892.443899672,78406183.2553367,129297390.64313896,180250583.5527636,55112.24007751815,163357.58293941442,392882.4904753964,21.117711302021828,28.426653877934346,42.86763266369821,12.174559091839782,61.195602748705,77.12970211133454,84.65807605116053,88.39308779215406,19.2905088002312,21.55940506068043,20.92274318680779,2.0882072609099,11.71295973922962,31.71358331057191,0.10195033547493,55.86986981389636,76.79803245571405,84.4302901529564,88.27677608515857,4.695687509769618,3.629657451219072,1.5032923139177448,2.100893996390867,2.527298601386704,2.923822057261341,3.3760284652029937,3.974009587447053,4.72222743475086,5.6458936634720684,7.42254253871764,12.76086643914934,3.20143176220749,4.4740924348561295,5.38216948237831,6.2266112282348,7.189636146312959,8.46310487905961,10.056519785283893,12.02357195133939,15.80714756523866,27.17571476508968,1.91,2.3,2.74,3.14,4.32,5.14,6.26,9.11,0.3477342927696414,0.1967448949660841,0.3178951744069425,1.4092141197306791,5.599990466680053,4.769633507853403,2.5096418732782366,1.900523560209424
Kyrgyzstan,2005,national,consumption,2011,2005.0,2.0,12.05697418000584,46.49575144912484,79.93687440404823,0.5413638197247,95.9846561763329,99.61125172093688,99.93044518682368,99.95333492615715,2.46332797873003,7.11065167940694,14.63960683063692,622453.0,2400390.0,4126821.0,27948.0,4955304.0,5142530.0,5159009.0,5160191.0,127172.0,367095.0,755784.0,0.3526258216939912,0.9030248336757188,2.4233783420710293,0.1625421037508063,6.237513211007704,15.907584967472882,25.83996617121268,35.83304640847827,0.2339127065284361,0.2914088769358119,0.3892150525700279,219493.00059088995,2167611.7805068586,10000848.633003907,4542.726715627535,30908774.16455932,81805232.92277832,133308618.03698176,184905363.57961187,29747.146714634287,106974.74167875187,294162.509291586,18.559253773367963,28.21952605236621,44.06142440129145,16.25421037508063,62.37513211007703,79.53792483736441,86.13322057070893,89.58261602119568,17.465745087943567,17.407085699488736,19.374552138042304,2.23768318076051,13.120882528346051,35.22132481872738,0.0879930018910536,59.87055778979451,79.22871510748297,86.07330804696713,89.54081450219456,4.197632185473285,3.348163868054845,1.4831549746460484,2.023951287132988,2.409239729928155,2.764945296766981,3.147828535795853,3.604518490208684,4.197205738933134,4.997465955733206,6.370330744192257,10.977681101394923,3.53331332787754,4.82164991524808,5.73952081429572,6.58691656295091,7.499057556042,8.58702795038311,9.99898407835344,11.90544034093292,15.17600986155484,26.15207959235996,1.81,2.21,2.6,2.96,3.86,4.56,5.51,7.46,0.3256143077247508,0.1723449524687553,0.2779161912039005,1.2645216865340738,4.946531570670778,4.121546961325967,2.226865671641791,1.850828729281768
Kyrgyzstan,2006,national,consumption,2011,2006.0,2.0,7.268309019446841,34.166712102380906,66.47463803203365,0.26775602136958,89.51706495761802,98.48017748673688,99.40838071002486,99.63943816369952,3.6820720614972697,10.10830554162546,18.22441842292913,379289.0,1782956.0,3468913.0,13973.0,4671359.0,5139090.0,5187527.0,5199584.0,192145.0,527492.0,951023.0,0.3288389641852371,0.8362988100997213,2.2313022737798094,0.1312619706196967,5.709505384025347,14.926233143978116,24.75231706797696,34.68326733312674,0.2656192073884556,0.3697846384537355,0.5129719783620453,124725.00188685444,1491083.9812601586,7740193.464444339,1834.1235154690216,26671149.36121526,76707255.48788649,128403313.1026913,180338561.8930485,51037.40260365481,195058.43850723785,487848.1497778074,17.30731390448617,26.134337815616288,40.56913225054199,13.12619706196967,57.09505384025346,74.63116571989057,82.50772355992318,86.70816833281685,16.150836359660897,17.987648537022842,20.79399443304211,1.25794760530405,8.929245441970709,26.96818761739697,0.0351472389136329,51.10982171013195,73.49691043987285,82.01959291653334,86.39552443902753,5.5100968298200135,4.1115395121561455,1.6820444879621437,2.325101685441284,2.7724456677954,3.2480249133108243,3.800047970016241,4.5279195857894985,5.376790564538766,6.6026390273999365,8.559480019597077,16.206474376348158,3.05265867354474,4.219711118066201,5.03157340682516,5.89467846686992,6.89651758831318,8.21749549170337,9.75806910586433,11.982800359636531,15.534173507213431,29.41232228196168,2.05,2.56,3.03,3.51,4.95,5.88,7.45,10.16,0.3738124037523129,0.228904647920438,0.3331255227863045,1.616184061787137,6.180446962560024,4.956097560975611,2.4720194647201943,2.0048780487804883
Kyrgyzstan,2007,national,consumption,2011,2007.0,2.0,7.926718953707599,30.895843045728988,66.92432131702417,0.19823435284178,91.63859821584664,99.213631710771,99.77425746588968,99.88259971711234,4.92773264570613,10.67540555210543,17.97772826776183,417611.0,1627717.0,3525841.0,10444.0,4827888.0,5226971.0,5256507.0,5262215.0,259613.0,562423.0,947139.0,0.3503787484488871,0.8781303862648547,2.164563162156416,0.0999055711149207,5.62745833604802,14.957492771631404,24.852428069003377,34.820217878503406,0.2770140474029973,0.4281448076551012,0.5827763329222424,146322.0195184882,1429347.7579398705,7631905.544220738,1043.4137847242323,27168738.571106207,78182380.95002697,130636962.11171274,183231472.8235288,71916.44788843434,240798.487155805,551970.1931876397,18.44098676046774,27.441574570776712,39.355693857389376,9.990557111492077,56.2745833604802,74.78746385815703,82.84142689667793,87.05054469625851,16.529545889949393,20.43806604618269,23.183007574102305,1.46176427796403,8.47830791808157,26.33853143000372,0.01980513599431,51.56924032174134,74.19935934062238,82.65441886955732,86.9483490355368,5.235598868925422,4.189680243596901,1.6393742098880073,2.35310664867665,2.896962918847813,3.408875049142338,3.912027401255607,4.527102437145997,5.320851504636028,6.387251452339148,8.043298031372307,13.86713903595044,3.1312066698197603,4.49443646770367,5.53320258364713,6.510955354839839,7.471976939399349,8.64677098166453,10.1628326345179,12.19965778938694,15.36270870389112,26.48625187512999,2.05,2.64,3.14,3.66,4.87,5.8,7.04,9.43,0.3391182167309092,0.1887598691753161,0.295450941425654,1.3465439621264417,5.48792538862661,4.6000000000000005,2.250596658711217,2.0439024390243907
Kyrgyzstan,2008,national,consumption,2011,2008.0,2.0,2.87067130992894,20.11835623944495,58.84565310985619,0.0664687210919994,90.4352434209496,98.74098127337176,99.57176640157792,99.88485070042132,3.45063232811215,8.90764013185939,15.94234807505091,152682.0,1070035.0,3129824.0,3535.0,4809979.0,5251737.0,5295924.0,5312576.0,183529.0,473771.0,847926.0,0.3597876088564687,0.7268681985190419,1.8363042546554615,0.4642018236001641,5.095077775760879,14.42026864621926,24.268405441563136,34.17938892407658,0.3700321716757256,0.4813663319739696,0.6558961905281631,54933.09169542336,777774.412802323,5747309.127522776,1640.95344642658,24507217.10477653,75731458.3992896,128523630.81970482,181580601.29271504,67911.63443547425,228057.4084656396,556151.4332497832,18.936189939814145,22.71463120372006,33.38735008464476,46.42018236001641,50.95077775760879,72.1013432310963,80.89468480521045,85.44847231019143,18.701741651655528,19.46293207882777,22.09970203403879,0.54359436561391,4.56981036720864,19.647005770455788,0.0308525287462458,46.07745709435865,71.19357963345328,80.5482735879725,85.35008615484753,5.88016844171162,4.946493467935504,2.049121268501957,2.8886119401736665,3.4426298675210374,3.979223207650276,4.590276923355152,5.249438194728159,6.029278886716631,7.060238888548003,8.636904190169906,14.875961049752036,3.48480028899562,4.91246461527017,5.8546449844878,6.76719255085147,7.80636978150748,8.92736023936099,10.25358192793812,12.00686503887444,14.68819180230124,25.298528770413743,2.56,3.19,3.7,4.26,5.59,6.5,7.7,9.86,0.3145068473220799,0.1633546147344522,0.259119120066232,1.203597006252047,4.761874375596015,3.8515625,1.991919191919192,1.93359375
Kyrgyzstan,2009,national,consumption,2011,2009.0,2.0,1.3625479979189998,15.981577577835427,57.800777607516906,0.0609941615821064,89.76159078915188,98.93413059355233,99.72711598767089,99.8565084280453,1.6887855553972,5.5831307152119,12.5121391809679,73350.0,860336.0,3111589.0,3283.0,4832136.0,5325921.0,5368610.0,5375575.0,90912.0,300557.0,673566.0,0.3314352765207901,0.6061133471718613,1.683424793309344,0.4582763930181358,4.982272604371,14.254184645697432,24.11082635701404,34.07376897608073,0.3530370868121972,0.4196904555729076,0.5386507043710524,24310.777532799955,521461.13265245047,5238126.069188628,1504.5213982785397,24075018.813394867,75916661.34239751,129441623.48852912,183166100.6635952,32095.30763627048,126140.9042556264,362816.80034039234,17.44396192214685,18.941042099120665,30.607723514715342,45.827639301813576,49.822726043710006,71.27092322848716,80.36942119004678,85.18442244020183,17.680785726853287,16.81513312631073,17.984451759444507,0.23768220366494,3.02707640209334,17.691500715811788,0.0279479389645485,44.72167409097555,70.51126757044705,80.15010835270134,85.06218335574609,6.003649851933449,4.991818410479494,2.3399106229004385,3.1358805279473856,3.6424511406392073,4.1538964566161685,4.695346888385728,5.319915802453257,6.06219502779235,7.114377365893736,8.815585505359648,14.756939181346691,3.89748016724673,5.223290173955579,6.06706125518991,6.918951902697031,7.82082067439961,8.8611360316758,10.09751597328756,11.85008709927109,14.68371028087294,24.579946441403948,2.84,3.4,3.88,4.42,5.67,6.54,7.78,10.1,0.2987491595487895,0.1458296490502986,0.2472228505927575,1.1118734863629791,4.304861898002917,3.556338028169014,2.024048096192385,1.757042253521127
Kyrgyzstan,2010,national,consumption,2011,2010.0,2.0,2.81661430588025,19.03231471132404,60.75800198022593,0.79327249685506,91.20589188119013,99.12780141902692,99.75254639789716,99.90583055543092,3.16159254473609,7.61595410322696,13.72995862029958,153446.0,1036861.0,3310035.0,43217.0,4968806.0,5400383.0,5434419.0,5442770.0,172240.0,414910.0,747994.0,0.6064320015763515,0.7614811076436067,1.776499548851724,0.4877930912538939,5.143904526801424,14.494629756453527,24.38281713181827,34.33900647892623,0.5662713841557953,0.5738918461451368,0.6869750224452341,93054.56491388482,789550.0627524577,5880275.684183416,21080.954024719533,25559063.67619808,78276552.12804577,132506444.69467872,186899314.2933053,97534.58320699418,238113.4658840787,513853.1949389005,31.9174737671764,23.796284613862703,32.299991797304074,48.77930912538939,51.43904526801424,72.47314878226764,81.2760571060609,85.84751619731557,29.379087469716943,23.819559621492854,23.76092669656137,0.89899019432775,4.52898171057,19.62482853003715,0.38695559802345,46.9154420532647,71.84103244190034,81.07493694492601,85.76667812060855,5.719158606994915,4.818660422481556,1.996858557480067,2.956469236491708,3.540017958654498,4.043801414452647,4.548490778203649,5.123513635460497,5.825190311417641,6.756276597484656,8.321811672509488,14.079155907792927,3.4915250558670903,5.16941291482238,6.1897530771831,7.07062295755674,7.9530768260921105,8.9585094373744,10.18539738396666,11.81341008661882,14.550762173882282,24.61753008663403,2.62,3.25,3.8,4.28,5.43,6.22,7.4,9.58,0.3013391506022944,0.156147641210448,0.2403997758477213,1.1229951854408426,4.522407664512836,3.6564885496183206,1.9875518672199168,1.8396946564885497
Kyrgyzstan,2011,national,consumption,2011,2011.0,2.0,0.90876334451272,16.541066449067408,60.15795428088032,0.0519001629135616,92.11525335829104,99.19409838212312,99.809200934297,99.92619487583964,1.1597333789401298,4.82181276582206,11.69401887410596,50115.0,912174.0,3317471.0,2862.0,5079788.0,5470158.0,5504078.0,5510530.0,63955.0,265904.0,644878.0,0.2900054795558194,0.5570200226050986,1.6626061355162105,0.2132861498018473,5.043325804107784,14.478344339313496,24.365038008075626,34.33223490000924,0.2765040615745374,0.3474668163781102,0.4684238163991248,14533.624607939892,508099.18209978327,5515647.6389970975,610.4249607328869,25619025.899797074,79198831.11445044,134107069.66941288,189188810.3835479,17683.817257999537,92392.81634220504,302076.2138718348,15.263446292411553,17.40687570640933,30.2292024639311,21.328614980184728,50.43325804107784,72.39172169656747,81.21679336025208,85.8305872500231,14.15861936431406,14.23386077387214,15.99068618813443,0.1387095366743199,2.87928398081787,18.1852722821637,0.0110692518175912,46.45672560076356,71.80831893015852,81.06182960952918,85.76724077156453,5.702756797160219,4.882256780478348,2.390024289801319,3.119399372379076,3.614396900897843,4.095083426170261,4.607186341995575,5.172098600094583,5.830550578102846,6.696559620141258,8.10648964230851,13.395779199709894,4.19099809936042,5.46998492717142,6.337981838358759,7.18088386341405,8.078875719002781,9.06947075609136,10.22409123427158,11.74267088415189,14.215036570286973,23.49000610788898,2.84,3.38,3.86,4.33,5.49,6.2,7.26,9.24,0.278398637789184,0.1259709820273602,0.2253722236679147,1.013380474705411,3.9028163670950513,3.2535211267605635,1.89344262295082,1.7183098591549295
Kyrgyzstan,2012,national,consumption,2011,2012.0,2.0,2.48216904630436,17.08976170008756,63.46789849499286,0.3539488377559,93.05124744817542,99.3218132674808,99.84186799444272,99.95821216183454,2.48216904630436,5.26833189910844,10.96411986859562,139180.0,958257.0,3558772.0,19847.0,5217570.0,5569173.0,5598333.0,5604857.0,139180.0,295406.0,614780.0,0.4571473530777641,0.6620843921141051,1.6644955669455437,0.241556871596544,5.142374084925595,14.640336450511128,24.54719344665393,34.51349414336716,0.4588651680951094,0.5307500033883175,0.5908295363883395,63625.76860136321,634447.003334086,5923560.2177699255,4794.17923057661,26830696.754285235,81534566.47110242,137423363.12978646,193443199.24391043,63864.85409547733,156786.7355009293,363230.1823808233,24.06038700409285,20.690137253565783,30.263555762646245,24.15568715965441,51.42374084925595,73.20168225255564,81.82397815551312,86.2837353584179,24.128983018188425,22.327182290734697,20.71213483667385,0.59721869439821,3.53589471646993,19.20764282860324,0.0855004142990549,47.850436500009344,72.70524189533315,81.69458501556716,86.24768121518335,5.506677220789742,4.754294531903986,2.20775742954748,3.081609805134529,3.5991718436990974,4.058690698243727,4.50884778308977,5.017927810074641,5.609555793518097,6.4467959242941975,7.799053069216357,12.73736205107942,4.00923704264412,5.59613298832972,6.53601382356477,7.37048956296307,8.18796454251432,9.11244223854289,10.1868251371988,11.70723408293328,14.16290215771509,23.13075842359376,2.8,3.34,3.83,4.28,5.29,5.97,6.98,8.91,0.2735727410747848,0.1253763374213087,0.2141281284763408,0.983790530548526,3.882584477334064,3.1821428571428574,1.8757894736842105,1.6964285714285716
Kyrgyzstan,2013,national,consumption,2011,2013.0,2.0,2.22423624622712,21.33489749245097,64.27615352203507,0.0471545797931603,92.59998668507755,99.2692840732818,99.87347263686245,99.94516051545644,1.81661753407898,5.3411290413903005,12.29643223844845,127217.0,1220271.0,3676339.0,2697.0,5296349.0,5677806.0,5712363.0,5716463.0,103903.0,305491.0,703307.0,0.2684821873126126,0.6359090375345272,1.805590560347323,0.5226318012736015,5.2699445787055375,14.731457431792046,24.622115616274588,34.60109278437427,0.2530182226940977,0.3803575915511659,0.4880831163508033,34155.49842334864,775981.3571412951,6637962.9950367175,1409.537968034903,27911465.699482493,83642357.39497347,140650462.22812915,197795866.6614425,26289.35239258484,116195.82100055723,343272.27231133444,14.130641437505927,19.87215742295397,32.82891927904223,52.26318012736015,52.699445787055375,73.65728715896023,82.0737187209153,86.50273196093569,13.817504562860725,16.61727823653565,17.769710063890535,0.31429782008448,4.23970512110383,21.10116726229017,0.0246439955247727,48.79968127051279,73.11906199294835,81.96987098639134,86.45528824631204,5.428007735738806,4.577856687924874,2.16240998900993,2.8852568826436147,3.3784696018642126,3.841265665764838,4.319697645911471,4.874308979070547,5.561632491930418,6.448455563026485,7.864891589316348,12.943688948848656,3.98380049234695,5.31549884066424,6.22414293852212,7.07675053680078,7.958164129851809,8.97992268319254,10.24617642917457,11.87996752578096,14.489462749901293,23.84611367376191,2.6,3.13,3.62,4.08,5.19,5.96,7.01,8.98,0.2881548367145018,0.1351485633009821,0.23881253920519,1.0551287715106736,4.122415576792689,3.453846153846154,1.960698689956332,1.7615384615384615
Kyrgyzstan,2014,national,consumption,2011,2014.0,2.0,0.86349874288524,14.91032064546719,60.6959828117726,0.0598422187874114,92.64799673421324,99.33065996533892,99.82284909869148,99.90511596132365,0.96025041446232,3.40713133557135,9.614074642520473,50389.0,870092.0,3541914.0,3492.0,5406474.0,5796441.0,5825162.0,5829963.0,56035.0,198823.0,561029.0,0.3568274588329736,0.522706912356394,1.6057308415105065,0.1485377503599045,5.007234355084129,14.491822360264331,24.40367985897764,34.37990104541877,0.3574639721733643,0.3771581883738323,0.444978341069301,17980.17882313471,454803.1027859996,5687360.547777844,518.6938242567866,27071482.35266911,84000993.29375295,142155388.5746819,200433551.03845277,20030.493680734467,74987.72248705046,249645.7537117689,18.780392570156508,16.334591011137313,29.19510620928193,14.853775035990452,50.07234355084129,72.45911180132167,81.34559952992547,85.94975261354692,18.439732250555767,15.564524653903252,15.302766349154323,0.16216694391528,2.43554056414403,17.720256261527307,0.0088885926528452,46.39102450975771,71.97411815076083,81.20149006065286,85.86819939955991,5.672613308414266,4.846382356807139,2.4804899495890465,3.2064557917232697,3.693140141178685,4.134828187444708,4.59685184640997,5.14376524813684,5.803816878701624,6.666080673092057,8.018904681534803,12.981799686331646,4.372746412856491,5.652519601445579,6.51047399212035,7.28910638296367,8.103587529210559,9.06771706174123,10.23129299170233,11.75133983344884,14.13617365675226,22.88504253775868,2.93,3.46,3.91,4.36,5.45,6.19,7.2,9.04,0.2681900378274492,0.1175203112873486,0.2183160908084326,0.9605536238820792,3.692791407399702,3.085324232081911,1.863917525773196,1.6552901023890785
Kyrgyzstan,2015,national,consumption,2011,2015.0,2.0,1.83347270848815,18.44333656812816,63.8777637054399,0.12070907429943,92.8187511640524,98.98204196392848,99.63854228240652,99.77684191779056,1.70095657207952,4.46311220369906,10.66876303831202,109218.0,1098651.0,3805135.0,7191.0,5529120.0,5896261.0,5935368.0,5943607.0,101324.0,265863.0,635528.0,0.3568195936998914,0.6037761652135902,1.7085795930318377,0.2021716730597257,5.191379484270229,14.691967259187734,24.572129390931,34.53243421889022,0.3476863861879242,0.4339259555809808,0.4977694360855648,38971.12238471474,663339.2876880761,6501376.0097312005,1453.8165009724878,28703760.13406821,86627673.56362553,145844630.47879133,205247217.7504354,35228.97539410523,115364.8563286263,316346.41417658684,18.77997861578376,18.868005162924696,31.065083509669773,20.217167305972573,51.91379484270229,73.45983629593867,81.90709796976999,86.33108554722554,18.655839053211988,18.6265625803468,17.80590565545113,0.34432535453989,3.47988932838429,19.84368321451884,0.0244055884935534,48.18573441566621,72.71204281054369,81.61103397113226,86.13843515521302,5.578855660311547,4.659216682726243,2.2656377489067383,3.027188250917978,3.521660177995583,3.968973526421221,4.420254208641913,4.935607701584741,5.572351392866004,6.408811616003563,7.8479871713871585,13.820084808392007,4.06111555282686,5.42618134477587,6.312513519661341,7.1143147772344,7.923227410395251,8.846989422395481,9.98834121575897,11.48768135658428,14.067378059659092,24.77225734071105,2.76,3.28,3.75,4.19,5.23,5.92,6.97,8.99,0.2899791535494767,0.1399718224800224,0.2234166413014731,1.0810911230710527,4.093856850857511,3.2572463768115947,1.9291845493562232,1.6884057971014494
Kyrgyzstan,2016,national,consumption,2011,2016.0,2.0,1.00534258086811,14.07943889642336,61.40894259821879,0.0780988017353791,91.764745969044,99.43231889476873,99.88970378967484,99.96185168646188,1.09590965406688,3.56038400792928,9.33527262514802,61120.0,855959.0,3733357.0,4748.0,5578838.0,6044988.0,6072795.0,6077181.0,66626.0,216454.0,567538.0,0.3218713530240725,0.5487146006705369,1.57438131231231,0.2664080485115657,5.0347125641483,14.432901613399416,24.35095546757868,34.330766120346254,0.334763900816859,0.3831647717400746,0.4646288837326829,19672.777096831316,469677.2008753521,5877727.4929903485,1264.9054143329142,28087845.771947976,87246717.05818011,147878360.6087345,208634279.582012,22303.97965582405,82937.54750222611,263694.54741587944,16.940597527582764,17.14733127095428,28.62511476931473,26.64080485115657,50.34712564148301,72.16450806699709,81.16985155859561,85.82691530086564,17.244969740213058,15.790627073109938,15.956541353170042,0.17031159155948,2.4142466530725804,17.57838187348047,0.0208060763933368,46.200914173777406,71.754845841089,81.08033040476711,85.79417698084217,5.68979595106095,4.853065935457001,2.4794046449557547,3.2349254693466905,3.721661257535876,4.167983059693051,4.6113886213188575,5.122724766494889,5.757671130115599,6.648627639166508,8.117870490942765,13.03570243103938,4.35763367664078,5.68548590700074,6.54093976224563,7.32536473283522,8.104664316580621,9.00335409311063,10.11929281759567,11.68517763440492,14.26741936049405,22.91066769909152,2.95,3.49,3.95,4.38,5.41,6.16,7.23,9.33,0.267807678604494,0.1162283795828972,0.215651716260159,0.958227501576683,3.7018464979887473,3.1627118644067798,1.9237113402061856,1.644067796610169
Kyrgyzstan,2017,national,consumption,2011,2017.0,2.0,1.08261833030378,14.7230180983142,60.48825055155109,0.0593251328181232,92.34144251048023,99.31566751407236,99.75817303801038,99.87981539892368,1.22735281873812,3.7856130295753694,9.741595669801969,67103.0,912562.0,3749183.0,3677.0,5723507.0,6155784.0,6183211.0,6190751.0,76074.0,234640.0,603804.0,0.3472261598693461,0.5446965521786292,1.6042876460704647,0.1382036325522871,4.997421144916153,14.447162959405349,24.367224246325783,34.33276158280914,0.3549883811850723,0.4124084957770315,0.4857398176848136,23299.91700571273,497069.3750492342,6014767.969757403,508.1747568947597,28602774.904875617,88933614.5909001,150667688.99934828,212545578.1015373,27005.3861102732,96767.52944912268,293291.6448773612,18.275061045755063,17.021767255582162,29.168866292190263,13.82036325522871,49.97421144916153,72.23581479702675,81.22408082108595,85.83190395702285,18.18864627128971,16.904558338324644,16.591997920712693,0.19784960494229,2.5061175777304,17.64373812267316,0.008198747328172,46.14690539975416,71.74148510123915,81.02765802940009,85.7287511299802,5.728854824344622,4.879257860787199,2.454682152496564,3.213961169143678,3.696634113814646,4.14743779305908,4.630260483663579,5.153789482780061,5.82302159124958,6.716559228331116,8.11490994506077,13.337292283846404,4.28476934354394,5.61012849459203,6.45265803927496,7.23955820181487,8.08234913544572,8.99619494786142,10.16437275824271,11.72408698469591,14.16497745863042,23.28090463589673,2.95,3.46,3.92,4.38,5.47,6.24,7.25,9.18,0.2733500913722652,0.1224789448171496,0.219184037368777,0.9870179352039188,3.784362679340337,3.111864406779661,1.8811475409836065,1.6542372881355931
